SMILES,KELAS,C,O,B,N,P,S,F,Cl,Br,Z,@,I,COC,=,[O-],C=C,N+,C=O,:,.,-,+,[],(),#
C1C(C(C(CO1)O)O)O,3,29,23,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
CC(=O)OC(C1CO1)C(C2CO2)OC(=O)C,3,33,20,0,0,0,0,0,0,0,13,0,0,0,6,0,0,0,0,0,0,0,0,0,13,0
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O,3,10,30,0,0,6,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,21,0
CC(C)CCCC(C)CCCC(C)CCCC(C)CCOCC(CO)OCCC(C)CCCC(C)CCCC(C)CCCC(C)C,3,64,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0
CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(C(CC2=CC=CC=C2)NC(=O)C(C(C)C)NC(=O)OCC3=CC=CC=C3)O)NC(=O)OCC4=CC=CC=C4,3,27,7,0,4,0,0,0,0,0,8,0,0,0,8,0,8,0,0,0,0,0,0,0,11,0
C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O,3,18,27,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,21,0
C1(C(C(C(C(C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,3,11,29,0,0,5,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,21,0
CC(=O)C=NC1=C(NC(=O)NC1=O)NCC(C(C(CO)O)O)O,3,28,16,0,9,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,14,0
C1C(O1)COC2=CC=C(C=C2)C(C3=CC=C(C=C3)OCC4CO4)C5=CC=C(C=C5)OCC6CO6,3,21,7,0,0,0,0,0,0,0,18,0,0,1,4,0,9,0,0,0,0,0,0,0,7,0
CC(=O)SC1COC2C1OCC2O[N+](=O)[O-],3,18,15,0,3,0,3,0,0,0,12,0,0,3,6,0,0,3,0,0,0,3,3,0,6,0
C1C(C(C(C(O1)COC(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O,3,23,17,0,0,0,0,0,0,0,8,0,0,2,8,0,0,0,0,0,0,0,0,0,17,0
C(C(COP(=O)([O-])OCC(CO)O)O)O,3,20,27,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,17,0
CC(CO)(C(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)O)O,3,17,20,0,4,2,0,0,0,0,5,0,0,0,5,0,1,0,0,0,0,2,0,0,15,0
C1(C(C(C(C(C1O)OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])O)O,3,8,21,0,0,4,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,8,0,0,15,0
C1(C(C(C(C(C1O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,3,11,29,0,0,5,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,21,0
C1(C(C(C(C(C1OP(=O)([O-])[O-])O)O)OP(=O)([O-])[O-])O)O,3,11,22,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,7,0,0,16,0
C(C(COP(=O)(O)O)[O-])[O-].O.[Na+].[Na+],3,7,17,0,5,2,0,0,0,0,5,0,0,0,2,0,0,0,0,0,7,5,5,0,10,0
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O.[Ca],3,8,28,0,0,7,0,0,0,0,3,0,0,0,7,0,0,0,0,0,1,0,0,0,20,0
C(C(COP(=O)(O)O)[O-])[O-].[Na+].[Na+],3,8,16,0,5,2,0,0,0,0,5,0,0,0,2,0,0,0,0,0,5,5,5,0,10,0
C1C(C(C(C(O1)CO)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O,3,28,19,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,17,0
C1C(C(C([S+]1CC(C(C(C(CO)O)O)O)O)CO)O)O.[Cl-],3,26,17,0,0,0,2,0,2,0,6,0,0,0,0,0,0,0,0,0,2,2,2,0,15,0
CCCCCCCCCCCC=CC(=O)CCCCOCC(CO)O,3,54,9,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,6,0
CCCCCCCCCCCCC(=O)C=CCCCOCC(CO)O,3,54,9,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,6,0
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(CO)O)O)CO)O)O)O)O,3,29,25,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
C(C(C(C(C(CO)O)O)O)O)O,3,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
CCCCCCCC(=O)N(C)CC(C(C(C(CO)O)O)O)O,3,42,17,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0
C(CC(=O)N)C(C(=O)O)NCC(C(C(C(CO)O)O)O)O,3,28,20,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,20,0
C(C(CO)(CO[N+](=O)[O-])CO[N+](=O)[O-])O,3,12,20,0,5,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,5,0,12,0
CCCCCCCCCCCCCCCCOCC(CO)OC,3,72,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC(=O)O,3,43,14,0,1,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,1,0,11,0
C1C(C(C(C(C1NC2C=C(C(C(C2O)O)O)COC3C(C(C(C(O3)CO)O)O)O)O)O)OC4C(C(C(C(O4)CO)O)O)O)CO,3,26,20,0,1,0,0,0,0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,17,0
C1C(C(C(C(C1(CO)O)O)O)O)NC2C=C(C(C(C2O)O)O)CO,3,26,20,0,2,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,17,0
C1C(C(CC(C1N)O)O)CO,3,36,15,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
C1C(C(C(C(C1NC2C=C(C(C(C2O)O)O)CO)O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)CO)O)O)O)O)O)CO,3,28,21,0,1,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0
CC1(CC2(CO1)C(C(CO2)O)O)O,3,32,20,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
CC1CCCC(CCCC(CCOCC(OCCC(CCCC(CCCC(CCCC(CCC(CCCC(CCCC(CCCC(CCOCC(OCCC(CCCC(CCCC(CCCC(CCC(CCC1)C)C)C)C)C)CO)C)C)C)C)C)C)C)C)CO)C)C,3,64,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0
CCN(C1=C(C(=C(C(=C1I)NC(=O)CCS(=O)(=O)CCC(=O)NC2=C(C(=C(C(=C2I)C(=O)O)I)N(CC)C(=O)C)I)I)C(=O)O)I)C(=O)C.CNCC(C(C(C(CO)O)O)O)O,3,28,12,0,4,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,17,0
CC(C(C(C(CO)O)O)O)O,3,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)NC,3,42,10,0,3,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,1,0,10,0
C(C(CO)F)O,3,30,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
C(C(COP(=O)(O)OCC(CO)O)O)O,3,23,30,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,19,0
CC(C)CCCCCCCCCCCCCCCOCC(CO)O,3,67,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0
C1C(=O)C(C(C(C1(CO)O)O)O)O,3,26,23,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,19,0
C1C2C(C(OC(O2)C3=CC=CC=C3)C(CO)O)OC(O1)C4=CC=CC=C4,3,24,12,0,0,0,0,0,0,0,16,0,0,0,4,0,8,0,0,0,0,0,0,0,10,0
C1(C(C(C(C(C1O)O)F)O)O)O,3,25,20,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
CC(=O)NC1=C(C=C(C(=C1I)C(=O)O)I)I.CNCC(C(C(C(CO)O)O)O)O,3,25,14,0,3,0,0,0,0,0,3,0,5,0,7,0,1,0,0,0,1,0,0,0,16,0
CCCCCCCCCCCCCCCCCC(=O)NCC(COP(=O)([O-])OCC[N+](C)(C)C)OCC,3,49,10,0,3,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,1,0,10,0
C(C(C(C(CO)(C(=O)O)O)O)O)O,3,23,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23,0
CS(=O)(=O)OCCNCC(C(CNCCOS(=O)(=O)C)O)O,3,26,21,0,5,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15,0
CS(=O)(=O)O.CS(=O)(=O)O.CS(=O)(=O)OCCNCC(C(CNCCOS(=O)(=O)C)O)O,3,19,22,0,3,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,16,0
CC(=C(C(=O)OCC(C(C(C(COC(=O)C(=C(C)C)[N+]#[C-])O)O)O)O)[N+]#[C-])C,3,24,10,0,3,0,0,0,0,0,0,0,0,1,6,0,0,3,0,0,0,3,3,0,15,3
CC(=O)OC(CSC(=O)C)C(CSC(=O)C)OC(=O)C,3,33,16,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,16,0
C1C(C(C(C(C1O)O)O)O)O,3,28,23,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
CCCCCCCCCCCCCCCCCCSCC(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)OC(=O)CCCCCCCCCCCCCCC,3,46,13,0,3,2,1,0,0,0,4,0,0,0,5,0,1,0,0,0,0,0,0,0,10,0
C[N+](C)(C)CCOP(=O)([O-])OCCCCCCCCCCCCCCCCCCC1=CC=C(C=C1)I,3,43,6,0,1,1,0,0,0,0,3,0,1,0,3,0,3,1,0,0,0,1,1,0,8,0
C1C(C(C([S+]1CC(C(CO)[O-])O)CO)O)O,3,26,17,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,2,0,14,0
C(C(C(C(COP(=O)(O)O)(C(=O)O)O)O)O)OP(=O)(O)O,3,13,29,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,22,0
C(C1C(C(C(O1)COP(=O)(O)O)O)O)O,3,20,26,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,20,0
C(C(COP(=O)(O)OC1C(C(C(C(C1O)O)O)O)O)O)O,3,22,27,0,0,2,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,20,0
COC1COC2C1OCC2OC,3,25,12,0,0,0,0,0,0,0,25,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
COC1C(C(C(C(C1O)O)O)O)O,3,21,21,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,17,0
CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC,3,44,9,0,1,1,0,0,0,0,0,0,0,0,3,0,4,1,0,0,0,1,1,0,8,0
C(C1C(C(C(C(O1)OC(CO)CO)O)O)O)O,3,29,25,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
C1=CC=C2C(=C1)C(=CN2)C(C(CO)O)O,3,29,9,0,3,0,0,0,0,0,12,0,0,0,9,0,3,0,0,0,0,0,0,0,12,0
C(C1C(C(C(O1)CO)O)O)O,3,28,23,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
C1C(C(C(C(C1[NH2+]C2C=C(C(C(C2O)O)O)CO)O)O)OC3C(C(C(C(O3)CO)O)O)O)CO,3,26,19,0,1,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,1,0,16,0
CCCCCCCCCCCCCCCCSCC(COP(=O)([O-])OCC[N+](C)(C)C)OCC,3,50,9,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,9,0
C1(C(C(C(C(C1O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,3,11,29,0,0,5,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,21,0
C(C(COP(=O)(O)OC1C(C(C(C(C1O)OP(=O)(O)O)OP(=O)(O)O)O)O)O)O,3,15,29,0,0,5,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,20,0
CC(C(C(CO)O)O)O,3,33,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
C(C(COP(=O)(O)O)N)O,3,15,26,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,21,0
C1(C(C(C(C(C1O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,3,11,29,0,0,5,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,21,0
C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O,3,18,18,0,3,0,0,0,0,0,12,0,0,0,3,0,0,3,0,0,0,3,3,0,12,0
CCCCCCCCCCCCCCCCOCC(CO)OC(=O)CCCCCCCCCCCCCCC,3,75,6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O,3,8,30,0,0,7,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,21,0
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O.[Mg].[Ca],3,7,27,0,0,6,0,0,0,0,5,0,0,0,6,0,0,0,0,0,2,0,0,0,19,0
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O.C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O.[Ca],3,8,29,0,0,7,0,0,0,0,3,0,0,0,7,0,0,0,0,0,1,0,0,0,20,0
C1C(C(C(C(C1(CO)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)NC3C=C(C(C(C3O)O)O)CO,3,27,21,0,1,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0
C1C(C(C([Se+]1CC(C(CO)OS(=O)(=O)[O-])O)CO)O)O,3,20,20,0,0,0,4,0,0,0,6,0,0,0,4,0,0,0,0,0,0,2,2,0,15,0
C(C1C(C(C(O1)CO)O)O)O,3,28,23,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
COCC1C(C(OC(O1)C2=CC=CO2)C(COC)OC)OC,3,25,13,0,0,0,0,0,0,0,11,0,0,5,2,0,2,0,0,0,0,0,0,0,11,0
CCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCC,3,40,16,0,2,2,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,2,0,14,0
CC(C)C1=CC(=C(C=C1CC2=CC=C(C=C2)C=CC(C)(C)C(=O)NC(C)(C)C(=O)NCCN(C)C)C3C(C(C(C(O3)CO)O)O)O)OC,3,31,8,0,3,0,0,0,0,0,6,0,0,0,5,0,4,0,0,0,0,0,0,0,16,0
C(C1C(C(C(O1)COP(=O)(O)O)O)O)OP(=O)(O)O,3,15,28,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,20,0
CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC,3,46,10,0,1,1,0,0,0,0,0,0,0,0,3,0,5,1,0,0,0,0,1,0,8,0
C1COC(C(C1O)O)CO,3,25,18,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,12,0
CC(=O)OC1=CC=CC=C1C(=O)OC2COC3C2OCC3OC(=O)C4=CC=CC=C4OC(=O)C,3,23,15,0,0,0,0,0,0,0,13,0,0,1,10,0,6,0,0,0,0,0,0,0,6,0
C1C(C(C(N1)C(CO)O)O)O,3,28,19,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
C1=C(C(C(C(C1NC2C(C(C(C(C2O)O)O)CO)O)O)O)O)CO,3,31,20,0,2,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0
C1C(C(C(N1)CO)O)O,3,29,17,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O,3,18,18,0,3,0,0,0,0,0,12,0,0,0,3,0,0,3,0,0,0,3,3,0,12,0
CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,3,46,10,0,2,2,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,2,0,10,0
C(C(COP(=O)(O)O)O)OP(=O)(O)O,3,10,32,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,21,0
C1(C(C(C(C(C1OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])O)O,3,7,21,0,0,4,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,9,0,0,15,0
C1(C(C(C(C(C1O)OP(=O)(O)O)OP(=O)(O)O)O)O)O,3,14,28,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,21,0
CC(CO)(C(CO)O)O,3,33,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
C(C(C(C1(C(O1)(C(=O)O)O)O)O)O)O,3,19,25,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,22,0
C=C(CCCCCCCCCCCCCCCC1=NNN=N1)NS(=O)(=O)CCCC(=O)NCCOCCOCC(=O)NC(CCC(=O)NC(CCC(=O)NCCOCCOCC(=O)NC(CCCCNC(=O)CSCC(C(=O)O)N)C(=O)N)C(=O)O)C(=O)O,3,32,10,0,9,0,1,0,0,0,1,0,0,2,10,0,0,0,0,0,0,0,0,0,12,0
CCCCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OCC4=CC=CC=C4,3,37,9,0,5,1,0,0,0,0,9,0,0,1,5,0,3,0,0,0,0,0,0,0,8,1
C1=C(C=C(C(=C1O)O)O)C(=O)COCC(COC(=O)C2=CC(=C(C(=C2)O)O)O)(C(COC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O,3,22,15,0,0,0,0,0,0,0,6,0,0,2,12,0,0,0,0,0,0,0,0,0,16,0
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCNC3COC4C3OCC4O[N+](=O)[O-],3,24,10,0,10,0,0,0,0,0,13,0,0,1,8,0,0,1,0,0,0,1,1,0,8,0
CCN(CC)CCOCC(COC1=CC=CC=C1OC)O,3,26,6,0,3,0,0,0,0,0,6,0,0,6,3,0,6,0,0,0,0,0,0,0,6,0
CC(C)(C1=CC=C(C=C1)OCC(CO)O)C2=CC=C(C=C2)OCC(CCl)O,3,28,10,0,0,0,0,0,2,0,10,0,0,0,4,0,8,0,0,0,0,0,0,0,12,0
[H+].[H+].CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.C(C(C(=O)[O-])N)C(=O)[O-].C(C(C(=O)[O-])N)C(=O)[O-].[Mg+2].Cl,3,15,8,0,3,0,0,0,0,0,7,0,0,0,5,0,1,0,0,0,5,3,2,0,10,0
C(CC(=O)O)C(C(=O)O)NCC(C(C(C(CO)O)O)O)O,3,28,23,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,20,0
C1CC(=O)N(C1C(=O)O)CC(C(C(C(CO)O)O)O)O,3,28,21,0,2,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,18,0
C12C(C3C(C4C1OP(=O)(OP(=O)(O4)O)O)OP(=O)(OP(=O)(O3)O)O)OP(=O)(OP(=O)(O2)O)O,3,8,28,0,0,8,0,0,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,18,0
C(C(COP(=O)(CNCC(=O)O)O)O)O,3,22,25,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,18,0
CC1=CC(=O)OC2=C1C=CC(=C2)OP(=O)([O-])OCC[N+](C)(C)C,3,25,11,0,1,1,0,0,0,0,7,0,0,0,9,0,1,1,0,0,0,1,1,0,11,0
C1CCC2(CC1)OC3C(C(C(C(C3O2)O)O)O)O,3,35,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC(C(CO)O)C(C(CO)O)O)CO)CO)O)O)O)O,3,29,25,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
CCCCCCCCCCCCCCCCCOCC(CO)O,3,72,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
CC(C)(CO)C(C(=O)NCCC(=O)[O-])O.CC(C)(CO)C(C(=O)NCCC(=O)[O-])O.COC1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Ca+2].[Ag+],3,20,10,0,5,0,0,0,0,0,6,0,0,0,8,0,1,0,0,0,3,2,1,0,11,0
COCC(C(C(C(COC)OC)OC)OC)OC,3,30,15,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,15,0
CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC.CCCCCC=CCC=CCCCCCCCC(=O)O,3,54,10,0,1,1,0,0,0,0,0,0,0,0,4,0,3,1,0,0,1,0,1,0,8,0
CC(C1=CC=CC=C1[N+](=O)[O-])OP(=O)(O)OC2C(C(C(C(C2OP(=O)(O)O)O)O)OP(=O)(O)O)O,3,13,22,0,1,3,0,0,0,0,5,0,0,0,6,0,2,1,0,0,0,1,1,0,15,0
CCCCCCCCCCCCCCCCCCOCC(CP(=O)([O-])OCC[N+](C)(C)C)OC(=O)C,3,46,8,0,1,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,1,0,10,0
CNCC(C(C(C(CO)O)O)O)O.C1=C(NC(=O)NC1=O)C(=O)O,3,26,20,0,6,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,2,0,0,0,15,0
CCCCCCCCCCCCCCCCOCC(CO)N,3,70,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-],3,13,18,0,4,0,0,0,0,0,9,0,0,0,4,0,0,4,0,0,0,4,4,0,11,0
C1(C(C(C(C(C1OP(=O)(O)O)O)OP(=S)(O)O)OP(=O)(O)O)O)O,3,11,27,0,0,5,1,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,21,0
CC1C(CC(C(O1)OC2C(C(C(C(C2O)O)NC(=O)C(CC3CN=C(N3)N)NC(=O)NC(CC(C)C)C(=O)O)O)O)N)N,3,30,12,0,9,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,17,0
C(C(C(C(C(CCl)O)O)O)O)O,3,30,21,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
C=C(C(C(C(CBr)O)O)O)O,3,19,19,4,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,19,0
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)OCCOC(=O)O)O)N,3,12,20,0,5,4,0,0,0,0,6,0,0,1,10,0,0,0,0,0,0,0,0,0,17,0
CC1CCCC(CCCC(CCOCC(OCCC(CCCC(CCCC(CCCC(CCC(CCC1)C)C)C)C)C)CO)C)C,3,64,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0
CC(=O)OCC(C(COC(=O)C)(COC(=O)C)OCSC)OC(=O)C,3,25,16,0,0,0,2,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,16,0
C1C(O1)C(C(C2CO2)O)O,3,30,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
CCCCCCCCCCCCOCC(COC(=O)CCCC(=O)OC1=CC2=C(C=C1)N=C3C=CC(=O)C=C3O2)OCCCCCCCCCCCC,3,43,7,0,1,0,0,0,0,0,7,0,0,2,7,0,3,0,0,0,0,0,0,0,6,0
CCCCCCCCCC(=O)OCC1COC(O1)(C)C,3,48,10,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,0,0,0,0,10,0
C1(C(C(C(C(C1O)O)OP(=O)(O)OC2C(C(C(C(C2O)O)O)O)O)O)O)O,3,22,25,0,0,1,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0
C(C(C(C(C(CO)F)O)O)O)O,3,27,22,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
CNCC(C(C(C(CO)O)O)O)O.C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O,3,24,15,0,8,1,0,0,0,0,11,0,0,0,7,0,0,0,0,0,1,0,0,0,14,0
C(C1C(C(C(C(O1)OCC(C(C(C(CO)O)O)O)O)O)O)O)O,3,27,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
CC1CCCC(C2CCC(C2)CCCC(COCC(OCC(CCCC3CCC(C3)C4CCCC(C4)(CCC(CCCC(C5CCC(C5)CCCC(COCC(OCC(CCCC6CCC(C6)C(CCCC(CC1)C)C)C)CO)C)C)C)C)C)CO)C)C,3,58,2,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0
